id,givenName,familyName,middleName,honorificSuffix,birthYear,deathYear,num_terms,positions,states,parties,congress_range,bio
S000977,William,Storrs,Lucius,,1795.0,1861.0,3,['Representative'],['CT'],"['Whig', 'Anti-Jacksonian']",21-26,"STORRS, William Lucius
1795 – 1861
Biography
Congresses
Bibliography
Research Collections
3 US Congresses Served
House Years of Service
21st – 22nd(1829 – 1833)
26th(1839 – 1840)
State / Territory
Connecticut
Position
Representative
2 Parties
Anti-Jacksonian
Whig
STORRS, William Lucius, (brother of Henry Randolph Storrs), a Representative from Connecticut; born in Middletown, Conn., March 25, 1795; graduated from Yale College in 1814; studied law and admitted to the bar in Whitestown, N.Y., in 1817; returned to Connecticut the same year and commenced practice in Middletown; member of the state house of representatives 1827-1829 and again in 1834; served as speaker in 1834; elected as an Anti-Jacksonian candidate to the Twenty-first and Twenty-second Congresses (March 4, 1829-March 3, 1833); was not a candidate for renomination in 1832; elected as a Whig to the Twenty-sixth Congress and served from March 1839 until his resignation in June 1840; appointed associate judge of the Connecticut Supreme Court in 1840 and promoted to chief justice in 1856, in which capacity he served until his death; professor of law in the Wesleyan University at Middletown 1841-1846; professor of law at Yale College in 1846 and 1847; died in Hartford, Conn., June 25, 1861; interment in Old North Cemetery."
S000978,Joseph,Story,,,1779.0,1845.0,1,['Representative'],['MA'],['Democratic Republican'],10-10,"STORY, Joseph
1779 – 1845
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
10th(1807 – 1809)
State / Territory
Massachusetts
Position
Representative
Party
Democratic Republican
STORY, Joseph, a Representative from Massachusetts; born in Marblehead, Mass., September 18, 1779; attended Marblehead Academy; graduated from Harvard University in 1798; studied law; admitted to the bar in 1801 and commenced practice in Salem; member of the Massachusetts state house of representatives 1805-1807; elected as a Democratic Republican to the Tenth Congress to fill the vacancy caused by the death of Jacob Crowninshield and served from May 23, 1808, to March 3, 1809; was not a candidate for renomination in 1808; again a member of the Massachusetts state house of representatives in 1811, and served as speaker; published commentaries on the Constitution, and also other works; appointed by President Madison as an Associate Justice of the Supreme Court of the United States and served from 1811 until his death; elected as an overseer of Harvard University in 1818 and as professor of law in the same institution in 1829, a position which he held until his death; delegate to the Massachusetts state constitutional convention in 1820; declined the position of chief justice of the Massachusetts Supreme Court in 1831; died in Cambridge, Mass., September 10, 1845; interment in Mount Auburn Cemetery."
S000984,Silas,Stow,,,1773.0,1827.0,1,['Representative'],['NY'],['Democratic Republican'],12-12,"STOW, Silas
1773 – 1827
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
12th(1811 – 1813)
State / Territory
New York
Position
Representative
Party
Democratic Republican
STOW, Silas, a Representative from New York; born in Middlefield, Middlesex County, Conn., December 21, 1773; attended the common schools; studied law, but never practiced; moved to Lowville, Lewis County, N.Y., and engaged in agricultural pursuits; became land agent for Nicholas Low and moved to Oneida County in 1797; appointed judge of Oneida County, January 28, 1801; returned to Lewis County; elected as a Democratic Republican to the Twelfth Congress (March 4, 1811-March 3, 1813); sheriff of Lewis County in 1814 and 1815; judge of the same county 1815-1823; died in Lowville, N.Y., January 19, 1827; interment in East State Street Burying Ground."
S000986,John,Stower,G.,,1791.0,1850.0,1,['Representative'],['NY'],['Jacksonian'],20-20,"STOWER, John G.
ca. 1791 – 1850
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
20th(1827 – 1829)
State / Territory
New York
Position
Representative
Party
Jacksonian
STOWER, John G., a Representative from New York; born in Madison, Madison County, N.Y., ca. 1791; completed preparatory studies; sergeant in the 129th Regiment of the New York State Militia, 1812; elected as a Jacksonian candidate to the Twentieth Congress (March 4, 1827-March 3, 1829); member of the New York state senate, 1833 and 1834; died on December 20, 1850; interment in Madison Street Cemetery, Hamilton, N.Y."
S000994,John,Stratton,,,1769.0,1804.0,1,['Representative'],['VA'],['Federalist'],7-7,"STRATTON, John
1769 – 1804
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
7th(1801 – 1803)
State / Territory
Virginia
Position
Representative
Party
Federalist
STRATTON, John, a Representative from Virginia; born at ``Old Castle,'' near Eastville, Northampton County, Va., August 19, 1769; attended the common schools; studied law; was admitted to the bar and practiced; member of the State house of delegates 1789-1792; elected as a Federalist to the Seventh Congress (March 4, 1801-March 3, 1803); died in Norfolk, Va., May 10, 1804; interment in St. Paul's Church Cemetery."
S001002,Randall,Street,S.,,1780.0,1841.0,1,['Representative'],['NY'],['Federalist'],16-16,"STREET, Randall S.
ca. 1780 – 1841
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
16th(1819 – 1821)
State / Territory
New York
Position
Representative
Party
Federalist
STREET, Randall S., a Representative from New York; born in Catskill, N.Y., in 1780; pursued classical studies; studied law; was admitted to the bar and began practice in Poughkeepsie; district attorney for the second judicial district from February 1810 to February 1811 and from March 1813 to February 1815; lieutenant colonel of militia in the War of 1812; elected as a Federalist to the Sixteenth Congress (March 4, 1819-March 3, 1821); moved to Monticello, N.Y., about 1825; continued the practice of law until his death in Monticello, N.Y., November 21, 1841; interment in Poughkeepsie, N.Y."
S001009,Caleb,Strong,,,1745.0,1819.0,4,['Senator'],['MA'],['Pro-Administration'],1-4,"STRONG, Caleb
1745 – 1819
Biography
Congresses
Bibliography
Research Collections
Courtesy U.S. Senate Historical Office
4 US Congresses Served
Senate Years of Service
1st – 4th(1789 – 1796)
State / Territory
Massachusetts
Position
Senator
Party
Pro-Administration
STRONG, Caleb, a Senator from Massachusetts; born in Northampton, Mass., January 9, 1745; studied under private tutors; graduated from Harvard College in 1764; studied law; admitted to the bar and commenced practice in 1772; Northampton selectman; member of the committee of correspondence and safety throughout the Revolution; member, State house of representatives 1776-1778; member, State senate 1780-1788; county attorney 1776-1800; elected to the Continental Congress in 1780, but did not attend; member of the national convention in Philadelphia which framed the Constitution of the United States; member of the Massachusetts constitutional convention which ratified the Constitution of the United States; elected to the United States Senate in 1789; reelected in 1793, and served from March 4, 1789, to June 1, 1796, when he resigned; Governor of Massachusetts 1800-1807, 1812-1816; died in Northampton, Mass., November 7, 1819; interment in Bridge Street Cemetery."
S001010,James,Strong,,,1783.0,1847.0,5,['Representative'],['NY'],"['Adams', 'Adams-Clay Federalist', 'Federalist', 'Anti-Jacksonian']",16-21,"STRONG, James
1783 – 1847
Biography
Congresses
Bibliography
Research Collections
5 US Congresses Served
House Years of Service
16th(1819 – 1821)
18th – 21st(1823 – 1831)
State / Territory
New York
Position
Representative
4 Parties
Federalist
Adams-Clay Federalist
Adams
Anti-Jacksonian
STRONG, James, a Representative from New York; born in Windham, Conn., in 1783; graduated from the University of Vermont at Burlington in 1806; moved to Hudson, Columbia County, N.Y.; elected as Federalist to the Sixteenth Congress (March 4, 1819-March 3, 1821); elected as an Adams-Clay Federalist to the Eighteenth Congress, reelected as an Adams candidate to the Nineteenth and Twentieth Congresses, and reelected as an Anti-Jacksonian candidate to the Twenty-first Congress (March 4, 1823-March 3, 1831); chairman, Committee on Territories (Nineteenth and Twentieth Congresses); died in Chester, Morris County, N.J., on August 8, 1847."
S001017,Solomon,Strong,,,1780.0,1850.0,2,['Representative'],['MA'],['Federalist'],14-15,"STRONG, Solomon
1780 – 1850
Biography
Congresses
Bibliography
Research Collections
2 US Congresses Served
House Years of Service
14th – 15th(1815 – 1819)
State / Territory
Massachusetts
Position
Representative
Party
Federalist
STRONG, Solomon, a Representative from Massachusetts; born in Amherst, Mass., March 2, 1780; was graduated from Williams College, Williamstown, Mass., in 1798; studied law; was admitted to the bar in Northampton, Mass., in 1800 and commenced the practice of law; member of the State senate in 1812 and 1813; judge of the circuit court of common pleas in 1818 and judge of the court of common pleas from 1821 until his resignation in 1842; elected as a Federalist to the Fourteenth and Fifteenth Congresses (March 4, 1815-March 3, 1819); was not a candidate for renomination in 1818; again a member of the State senate in 1843 and 1844; died in Leominster, Mass., on September 16, 1850; interment in Evergreen Cemetery."
S001022,William,Strong,,,1763.0,1840.0,3,['Representative'],['VT'],['Democratic Republican'],12-16,"STRONG, William
1763 – 1840
Biography
Congresses
Bibliography
Research Collections
3 US Congresses Served
House Years of Service
12th – 13th(1811 – 1815)
16th(1819 – 1821)
State / Territory
Vermont
Position
Representative
Party
Democratic Republican
STRONG, William, a Representative from Vermont; born in Lebanon, Conn., in 1763; moved with his parents to Hartford, Vt.; in 1764; self-educated; served in the Revolutionary War; engaged extensively in land surveying; member of the State house of representatives in 1798, 1799, 1801, and 1802; sheriff of Windsor County from 1802 to 1810; elected as a Democratic Republican to the Twelfth and Thirteenth Congresses (March 4, 1811-March 3, 1815); again a member of the State house of representatives 1815-1818; judge of the supreme court of Windsor County 1819-1821; elected to the Sixteenth Congress (March 4, 1819-March 3, 1821); member of the council of censors in 1834; died in Hartford, Windsor County, Vt., January 28, 1840; interment in Quechee Cemetery."
S001023,George,Strother,French,,1783.0,1840.0,2,['Representative'],['VA'],['Democratic Republican'],15-16,"STROTHER, George French
1783 – 1840
Biography
Congresses
Bibliography
Research Collections
2 US Congresses Served
House Years of Service
15th – 16th(1817 – 1820)
State / Territory
Virginia
Position
Representative
Party
Democratic Republican
STROTHER, George French, (great-grandfather of James French Strother, father of James French Strother), a Representative from Virginia; born in Stevensburg, Culpeper County, Va., in 1783; attended the College of William and Mary, Williamsburg, Va.; studied law; was admitted to the bar and commenced practice in Culpeper; member of the Virginia state house of delegates, 1806-1809; elected as a Democratic Republican to the Fifteenth and to the succeeding Congress and served from March 4, 1817, until his resignation February 10, 1820; receiver of public moneys at St. Louis, Mo.; died in St. Louis November 28, 1840; interment in Christ Church Cemetery; reinterment in Bellefontaine Cemetery in 1860."
S001029,William,Strudwick,Francis,,1765.0,1812.0,1,['Representative'],['NC'],['Federalist'],4-4,"STRUDWICK, William Francis
ca. 1765 – ca. 1812
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
4th(1795 – 1797)
State / Territory
North Carolina
Position
Representative
Party
Federalist
STRUDWICK, William Francis, a Representative from North Carolina; born at ``Stag Park,'' near Wilmington, New Hanover County, N.C., ca. 1765; received a limited education; farmer; delegate to the North Carolina state convention, 1789; member of the North Carolina state senate, 1792-1793 and 1797; elected as a Federalist to the Fourth Congress to fill the vacancy caused by the resignation of United States Representative Absalom Tatom (November 28, 1796-March 3, 1797); member of the North Carolina state house of representatives, 1801-1803; died in North Carolina in 1812; interment in a private cemetery on his estate at ``Hawfields,'' Orange County, N.C."
S001036,Philip,Stuart,,,1760.0,1830.0,4,['Representative'],['MD'],['Federalist'],12-15,"STUART, Philip
ca. 1760 – 1830
Biography
Congresses
Bibliography
Research Collections
4 US Congresses Served
House Years of Service
12th – 15th(1811 – 1819)
State / Territory
Maryland
Position
Representative
Party
Federalist
STUART, Philip, a Representative from Maryland; born near Fredericksburg, Va., in 1760; completed his preparatory education; moved to Maryland; served in the Revolutionary War, as a lieutenant in the Third Continental Dragoons; wounded at Eutaw Springs September 8, 1781; transferred to Baylor's dragoons November 9, 1782; lieutenant, Second Artillerists and Engineers, June 5, 1798; resigned November 15, 1800; served in the War of 1812; elected as a Federalist to the Twelfth and to the three succeeding Congresses (March 4, 1811-March 3, 1819); died in Washington, D.C., August 14, 1830; interment in the Congressional Cemetery, Washington, D.C."
S001047,Jonathan,Sturges,,,1740.0,1819.0,3,"['Delegate', 'Representative']",['CT'],['Pro-Administration'],1-2,"STURGES, Jonathan
1740 – 1819
Biography
Congresses
Bibliography
Research Collections
2 US Congresses Served
House Years of Service
1st – 2nd(1789 – 1793)
State / Territory
Connecticut
2 Positions
Delegate
Representative
Party
Pro-Administration
STURGES, Jonathan, (father of Lewis Burr Sturges), a Delegate and a Representative from Connecticut; born in Fairfield, Conn., August 23, 1740; was graduated from Yale College in 1759; was admitted to the bar in May 1772 and commenced practice in Fairfield, Conn.; member of the state house of representatives in 1772 and 1773-1784; justice of the peace in 1773; Delegate to the Confederation Congress, 1786; judge of the probate court for the district of Fairfield in 1775; again a member of the state house of representatives in 1786; elected as a Pro-Administration candidate to the First and Second Congresses (March 4, 1789-March 3, 1793); associate justice of the state supreme court 1793-1805; died in Fairfield, Fairfield County, Conn., October 4, 1819; interment in the Old Burying Ground."
S001048,Lewis,Sturges,Burr,,1763.0,1844.0,6,['Representative'],['CT'],['Federalist'],9-14,"STURGES, Lewis Burr
1763 – 1844
Biography
Congresses
Bibliography
Research Collections
6 US Congresses Served
House Years of Service
9th – 14th(1805 – 1817)
State / Territory
Connecticut
Position
Representative
Party
Federalist
STURGES, Lewis Burr, (son of Jonathan Sturges), a Representative from Connecticut; born in Fairfield, Conn., March 15, 1763; was graduated from Yale College in 1782; engaged in mercantile pursuits in New Haven; returned to Fairfield, Conn., in 1786; clerk of the probate court for the district of Fairfield 1787-1791; member of the State house of representatives 1794-1803; elected as a Federalist to the Ninth Congress to fill in part the vacancies caused by the resignations of Calvin Goddard and Roger Griswold; reelected to the Tenth and to the four succeeding Congresses and served from September 16, 1805, to March 3, 1817; moved to Norwalk, Huron County, Ohio, where he died March 30, 1844; interment in St. Paul's Episcopal Churchyard."
S001052,George,Sullivan,,,1771.0,1838.0,1,['Representative'],['NH'],['Federalist'],12-12,"SULLIVAN, George
1771 – 1838
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
12th(1811 – 1813)
State / Territory
New Hampshire
Position
Representative
Party
Federalist
SULLIVAN, George, (son of John Sullivan), a Representative from New Hampshire; born in Durham, N.H., August 29, 1771; was graduated from Harvard University in 1790; studied law; was admitted to the bar and commenced practice in Exeter, Rockingham County, N.H., in 1793; member of the State house of representatives in 1805; attorney general of New Hampshire in 1805 and 1806; elected as a Federalist to the Twelfth Congress (March 4, 1811-March 3, 1813); again a member of the State house of representatives in 1813; served in the State senate in 1814 and 1815; again attorney general of the State 1816-1835; died in Exeter, N.H., April 14, 1838; interment in the Old Cemetery (Winter Street)."
S001073,Thomas,Sumter,,,1734.0,1832.0,10,"['Senator', 'Representative']",['SC'],['Democratic Republican'],1-11,"SUMTER, Thomas
1734 – 1832
Biography
Congresses
Bibliography
Research Collections
Courtesy U.S. Senate Historical Office
9 US Congresses Served
House Years of Service
1st – 2nd(1789 – 1793)
5th – 7th(1797 – 1801)
Senate Years of Service
7th – 11th(1801 – 1810)
State / Territory
South Carolina
2 Positions
Representative
Senator
Party
Democratic Republican
SUMTER, Thomas, (grandfather of Thomas De Lage Sumter), a Representative and a Senator from South Carolina; born near Charlottesville, Va., August 14, 1734; received a limited schooling; fought in skirmishes against the Indians; moved to South Carolina about 1760 and opened a crossroads store near Nelson's Ferry; justice of the peace; served in the Revolutionary War with the South Carolina troops; elected to the privy council in 1782; elected a Delegate to the Confederation Congress in 1783, but declined to accept; served several terms in the South Carolina state house of representatives; delegate to the South Carolina state convention which ratified the U.S. Constitution, which he opposed; planter; elected to the First and Second Congresses (March 4, 1789-March 3, 1793); defeated for reelection in 1792; elected as a Democratic Republican to the Fifth, Sixth, and Seventh Congresses and served from March 4, 1797, to December 15, 1801, when he resigned; elected as a Democratic Republican to the United States Senate in December 1801 to fill the vacancy caused by the resignation of Charles Pinckney; reelected in 1805 and served from December 15, 1801, until his resignation on December 16, 1810; retired from public life and lived on his plantation, ""South Mount,"" near Stateburg, S.C.; died at ""South Mount,"" June 1, 1832; interment in the private burial ground on the family estate."
S001083,Joel,Sutherland,Barlow,,1792.0,1861.0,5,['Representative'],['PA'],['Jacksonian'],20-24,"SUTHERLAND, Joel Barlow
1792 – 1861
Biography
Congresses
Bibliography
Research Collections
5 US Congresses Served
House Years of Service
20th – 24th(1827 – 1837)
State / Territory
Pennsylvania
Position
Representative
Party
Jacksonian
SUTHERLAND, Joel Barlow, a Representative from Pennsylvania; born in Gloucester County, N.J., February 26, 1792; attended the common schools, and graduated from the University of Pennsylvania at Philadelphia in 1812; served in the War of 1812 as assistant surgeon to the ""Junior Artillerists of Philadelphia,"" transferred to the line, and was appointed in 1814 lieutenant colonel of rifles in the state militia; member of the Pennsylvania state house of representatives, 1813-1816; founder of Jefferson Medical College at Philadelphia; served in the Pennsylvania state senate in 1816 and 1817; abandoned medicine for the practice of law; elected as a Jacksonian candidate to the Twentieth and to the two succeeding Congresses (March 4, 1827-March 3, 1833); elected as a Jacksonian candidate to the Twenty-third Congress, but accepted an appointment to serve as an associate judge of the court of common pleas in Philadelphia, Pa., in February 1833; seat declared vacant by the Governor of Pennsylvania; elected as a Jacksonian to the Twenty-third Congress, by special election, to fill his own vacancy on October 8, 1833 and reelected to the succeeding Congress (October 8, 1833-March 3, 1837); chairman, Committee on Commerce (Twenty-third and Twenty-fourth Congresses); unsuccessful Whig candidate for reelection to the Twenty-fifth Congress in 1836; unsuccessful candidate for election to the Twenty-sixth Congress in 1838; died on November 15, 1861, in Philadelphia, Pa.; interment in the Old Pine Street Presbyterian Church Cemetery, Philadelphia, Pa."
S001088,Samuel,Swan,,,1771.0,1844.0,5,['Representative'],['NJ'],"['Democratic Republican', 'Adams', 'Jackson Republican', 'Anti-Jacksonian']",17-21,"SWAN, Samuel
1771 – 1844
Biography
Congresses
Bibliography
Research Collections
5 US Congresses Served
House Years of Service
17th – 21st(1821 – 1831)
State / Territory
New Jersey
Position
Representative
4 Parties
Democratic Republican
Jackson Republican
Adams
Anti-Jacksonian
SWAN, Samuel, a Representative from New Jersey; born near Scotch Plains, Somerset County, N.J., in 1771; studied medicine, and practiced in Boundbrook, N.J., 1800-1806 and in Somerville, N.J., 1806-1809; commissioned as sheriff of Somerset County October 13, 1804, for two years; county clerk 1809-1820; elected as a Democratic Republican to the Seventeenth Congress; reelected as a Jackson Republican to the Eighteenth Congress; reelected as an Adams candidate to the Nineteenth and Twentieth Congresses; and reelected as an Anti-Jacksonian candidate to the Twenty-first Congress (March 4, 1821-March 3, 1831); did not seek renomination in 1830 to the Twenty-second Congress; affiliated with the Whig Party; resumed the practice of medicine; died at Boundbrook, N.J., August 24, 1844; interment in the De Groot vault in the Presbyterian Cemetery."
S001095,John,Swanwick,,,1760.0,1798.0,2,['Representative'],['PA'],['Democratic Republican'],4-5,"SWANWICK, John
1760 – 1798
Biography
Congresses
Bibliography
Research Collections
2 US Congresses Served
House Years of Service
4th – 5th(1795 – 1798)
State / Territory
Pennsylvania
Position
Representative
Party
Democratic Republican
SWANWICK, John, a Representative from Pennsylvania; born in 1760; engaged in mercantile pursuits in Philadelphia, Pa., and was also interested in literature, having published a volume of poetry; elected as a Democratic Republican to the Fourth and Fifth Congresses and served from March 4, 1795, until his death on August 1, 1798, in Philadelphia, Pa.; chairman, Committee on Commerce and Manufactures (Fourth Congress); interment in St. Peter's Churchyard."
S001096,Peter,Swart,,,1752.0,1829.0,1,['Representative'],['NY'],['Democratic Republican'],10-10,"SWART, Peter
1752 – 1829
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
10th(1807 – 1809)
State / Territory
New York
Position
Representative
Party
Democratic Republican
SWART, Peter, a Representative from New York; born in Schoharie, N.Y., July 5, 1752; attended the common schools; studied law; was admitted to the New York bar and commenced the practice of law in Schoharie; judge of the court of common pleas of Schoharie County in 1795; member of the New York state assembly in 1798 and 1799; elected as a Democratic Republican to the Tenth Congress (March 4, 1807-March 3, 1809); sheriff of Schoharie County in 1810 and 1813; served in the New York state senate 1817-1820; resumed the practice of his profession in Schoharie, N.Y., and died there on November 3, 1829; interment in the Old Stone Fort Cemetery."
S001116,Benjamin,Swift,,,1781.0,1847.0,5,"['Senator', 'Representative']",['VT'],"['Adams', 'Anti-Jacksonian']",20-25,"SWIFT, Benjamin
1781 – 1847
Biography
Congresses
Bibliography
Research Collections
Vermont Historical Society
5 US Congresses Served
House Years of Service
20th – 21st(1827 – 1831)
Senate Years of Service
23rd – 25th(1833 – 1839)
State / Territory
Vermont
2 Positions
Representative
Senator
2 Parties
Adams
Anti-Jacksonian
SWIFT, Benjamin, a Representative and a Senator from Vermont; born in Amenia, N.Y., April 3, 1781; moved with his father to Bennington, Vt., in 1786; completed preparatory studies; studied law; admitted to the bar in 1806 and commenced practice in Bennington; moved to Manchester and then to St. Albans in 1809; practiced law and also engaged in banking and agricultural pursuits; member, Vermont state house of representatives, 1813, 1825, 1826; elected as an Adams candidate to the Twentieth Congress; reelected as an Anti-Jacksonian candidate to the Twenty-first Congress (March 4, 1827-March 3, 1831); was not a candidate for renomination in 1830; elected as an Anti-Jacksonian candidate (later Whig) to the United States Senate served from March 4, 1833, to March 3, 1839; was not a candidate for renomination in 1839; resumed the practice of law and agricultural pursuits; died in St. Albans, Vt., on November 11, 1847; interment in the Old Cemetery, South Main Street."
S001119,Zephaniah,Swift,,,1759.0,1823.0,2,['Representative'],['CT'],"['Pro-Administration', 'Federalist']",3-4,"SWIFT, Zephaniah
1759 – 1823
Biography
Congresses
Bibliography
Research Collections
2 US Congresses Served
House Years of Service
3rd – 4th(1793 – 1797)
State / Territory
Connecticut
Position
Representative
2 Parties
Pro-Administration
Federalist
SWIFT, Zephaniah, a Representative from Connecticut; born in Wareham, Plymouth County, Mass., February 27, 1759; moved with his parents to Lebanon, New London County, Conn.; completed preparatory studies; was graduated from Yale College in 1778; studied law; was admitted to the bar and commenced practice in Windham, Conn.; member of the state house of representatives 1787-1793, serving as speaker in 1792; clerk of the house for four sessions; elected as Pro-Administration candidate to the Third Congress and reelected as a Federalist to the Fourth Congress (March 4, 1793-March 3, 1797); resumed the practice of law at Windham; also engaged in literary pursuits; secretary of the French mission in 1800; judge of the supreme court in 1801 and chief justice 1806-1819; member of the Hartford Convention in 1814; again a member of the state house of representatives 1820-1822; died in Warren, Trumbull County, Ohio, September 27, 1823; interment in Oakwood Cemetery."
S001125,Jacob,Swoope,,,,1832.0,1,['Representative'],['VA'],['Federalist'],11-11,"SWOOPE, Jacob
Birth Date Unknown – ca. 1832
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
11th(1809 – 1811)
State / Territory
Virginia
Position
Representative
Party
Federalist
SWOOPE, Jacob, a Representative from Virginia; born in Philadelphia, Pa., birth date unknown; attended the common schools; moved to Staunton, Va., in 1789 and engaged in the mercantile business; held several local offices; elected the first mayor of Staunton under the new charter of 1801; reelected in 1804; elected as a Federalist to the Eleventh Congress (March 4, 1809-March 3, 1811); declined to be a candidate for renomination in 1810; died in Staunton, Va., in 1832; interment in Trinity Episcopal Churchyard."
T000003,Thomas,Taber,,II,1785.0,1862.0,1,['Representative'],['NY'],['Jacksonian'],20-20,"TABER, Thomas, II
1785 – 1862
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
20th(1828 – 1829)
State / Territory
New York
Position
Representative
Party
Jacksonian
TABER, Thomas, II, (father of Stephen Taber), a Representative from New York; born in Dover, Dutchess County, N.Y., May 19, 1785; attended the common schools; engaged in agricultural pursuits; member of the State assembly in 1826; elected as a Jacksonian candidate to the Twentieth Congress to fill the vacancy caused by the resignation of Thomas J. Oakley and served from November 5, 1828, to March 3, 1829; died in Roslyn, Long Island, N.Y., March 21, 1862; interment in the Friends Cemetery, Westbury, Long Island, N.Y."
T000012,Samuel,Taggart,,,1754.0,1825.0,7,['Representative'],['MA'],['Federalist'],8-14,"TAGGART, Samuel
1754 – 1825
Biography
Congresses
Bibliography
Research Collections
7 US Congresses Served
House Years of Service
8th – 14th(1803 – 1817)
State / Territory
Massachusetts
Position
Representative
Party
Federalist
TAGGART, Samuel, a Representative from Massachusetts; born in Londonderry, N.H., March 24, 1754; completed preparatory studies; was graduated from Dartmouth College, Hanover, N.H., in 1774; studied theology and was licensed to preach in 1776; was ordained to the Presbyterian ministry on February 19, 1777, and installed as pastor of a church in Colrain, Mass.; journeyed as a missionary through western New York; elected as a Federalist to the Eighth and to the six succeeding Congresses (March 4, 1803-March 3, 1817); was not a candidate for renomination in 1816; continued his service as pastor of the Colrain Presbyterian Church until October 28, 1818, when he resigned; died on his farm in Colrain, Franklin County, Mass., April 25, 1825; interment in Chandler Hill Cemetery."
T000015,Charles,Tait,,,1768.0,1835.0,5,['Senator'],['GA'],['Democratic Republican'],11-15,"TAIT, Charles
1768 – 1835
Biography
Congresses
Bibliography
Research Collections
Alabama Department of Archives and History
5 US Congresses Served
Senate Years of Service
11th – 15th(1809 – 1819)
State / Territory
Georgia
Position
Senator
Party
Democratic Republican
TAIT, Charles, a Senator from Georgia; born near the present town of Hanover, Hanover County, Va., February 1, 1768; moved to Georgia in 1783 with his parents, who settled near Petersburg; completed preparatory studies; attended Wilkes Academy, Washington, Ga., 1786-1787, and Cokesbury College, Abingdon, Md., 1788; professor of French in Cokesburg College 1789-1794; studied law while teaching and was admitted to the Georgia bar in 1795; rector and professor at Richmond Academy, Augusta, Ga., 1795-1798; commenced the practice of law in Elbert County in 1798; presiding judge of the western circuit court of Georgia 1803-1809; elected as a Democratic Republican to the United States Senate to fill the vacancy caused by the resignation of John Milledge; was reelected in 1813 and served from November 27, 1809, to March 3, 1819; chairman, Committee on Naval Affairs (Fourteenth and Fifteenth Congresses); moved to Wilcox County, Ala., in 1819; appointed by President James Monroe as United States district judge for Alabama 1820-1826, when he resigned; engaged as a planter near Claiborne, Ala.; declined a mission to Great Britain in 1828; died near Claiborne, Ala., October 7, 1835; interment in Dry Forks Cemetery on his country estate, Wilcox County, Ala."
T000017,Isham,Talbot,,,1773.0,1837.0,6,['Senator'],['KY'],"['Democratic Republican', 'Adams-Clay Republican']",13-18,"TALBOT, Isham
1773 – 1837
Biography
Congresses
Bibliography
Research Collections
Courtesy U.S. Senate Historical Office
6 US Congresses Served
Senate Years of Service
13th – 15th(1815 – 1819)
16th – 18th(1820 – 1825)
State / Territory
Kentucky
Position
Senator
2 Parties
Democratic Republican
Adams-Clay Republican
TALBOT, Isham, a Senator from Kentucky; born near Talbot, Bedford County, Va., in 1773; moved with his father to Harrodsburg, Ky.; completed preparatory studies; studied law; admitted to the bar and commenced practice in Versailles, Ky.; moved to Frankfort, Ky., and continued the practice of law; member, State senate 1812-1815; elected January 3, 1815, as a Democratic Republican to the United States Senate to fill the vacancy caused by the resignation of Bledsoe and served from February 2, 1815, to March 3, 1819; again elected to the United States Senate to fill the vacancy caused by the resignation of William Logan and served from October 19, 1820, to March 3, 1825; resumed the practice of law; died near Frankfort, Ky., September 25, 1837; interment in the State Cemetery, Frankfort, Ky."
T000019,Silas,Talbot,,,1751.0,1813.0,1,['Representative'],['NY'],['Pro-Administration'],3-3,"TALBOT, Silas
1751 – 1813
Biography
Congresses
Bibliography
Research Collections
Image courtesy of the Naval History and Heritage Command and National Portrait Gallery
US Congress Served
House Years of Service
3rd(1793 – 1795)
State / Territory
New York
Position
Representative
Party
Pro-Administration
TALBOT, Silas, a Representative from New York; born in Dighton, Bristol County, Mass., January 11, 1751; completed preparatory studies; went to sea on a coasting vessel; engaged in mercantile pursuits in Providence, R.I.; served in the Revolutionary War, lieutenant and captain; promoted to the rank of major, October 10, 1777, and to lieutenant colonel October 29, 1778; commissioned captain in the Continental Navy September 17, 1779; captured by the British in November 1780 and imprisoned in England until 1781, when he was exchanged and sent to Cherbourg, France; returned to America and resided in Philadelphia, Pa.; moved to Albany, N.Y., and engaged in agricultural pursuits; member of the New York state assembly, 1792 and 1793; elected as a Pro-Administration candidate to the Third Congress (March 4, 1793-March 3, 1795); again commissioned by President John Adams, May 11, 1798, a captain in the United States Navy; resigned September 21, 1801; died on June 30, 1813, in New York City, N.Y.; interment in Trinity Churchyard, New York, N.Y."
