id,givenName,familyName,middleName,honorificSuffix,birthYear,deathYear,num_terms,positions,states,parties,congress_range
R000540,William,Russell,,,1782.0,1845.0,4,['Representative'],['OH'],"['Whig', 'Jacksonian']",20-27
R000548,Robert,Rutherford,,,1728.0,1803.0,2,['Representative'],['VA'],"['Democratic Republican', 'Anti-Administration']",3-4
R000550,John,Rutherfurd,,,1760.0,1840.0,4,['Senator'],['NJ'],['Pro-Administration'],2-5
R000553,John,Rutledge,,Jr.,1766.0,1819.0,3,['Representative'],['SC'],['Federalist'],5-7
S000012,Ebenezer,Sage,,,1755.0,1834.0,4,['Representative'],['NY'],['Democratic Republican'],11-16
S000015,Peter,Sailly,,,1754.0,1826.0,1,['Representative'],['NY'],['Democratic Republican'],9-9
S000023,Thomas,Sammons,,,1762.0,1838.0,4,['Representative'],['NY'],"['Democratic Republican', 'Federalist']",8-12
S000026,Zabdiel,Sampson,,,1781.0,1828.0,2,['Representative'],['MA'],['Democratic Republican'],15-16
S000040,James,Sandford,T.,,,,1,['Representative'],['TN'],['Jackson Republican'],18-18
S000041,Thomas,Sandford,,,1762.0,1808.0,2,['Representative'],['KY'],['Democratic Republican'],8-9
S000046,Joshua,Sands,,,1757.0,1835.0,2,['Representative'],['NY'],"['Adams', 'Federalist']",8-19
S000050,Jonah,Sanford,,,1790.0,1867.0,1,['Representative'],['NY'],['Jacksonian'],21-21
S000052,Nathan,Sanford,,,1777.0,1838.0,6,['Senator'],['NY'],"['Democratic Republican', 'Adams', 'Anti-Jacksonian']",14-21
S000078,Romulus,Saunders,Mitchell,,1791.0,1867.0,5,['Representative'],['NC'],"['Democratic Republican', 'Jacksonian', 'Democrat', 'Crawford Republican']",17-28
S000082,John,Savage,,,1779.0,1863.0,2,['Representative'],['NY'],['Democratic Republican'],14-15
S000089,Lemuel,Sawyer,,,1777.0,1852.0,8,['Representative'],['NC'],"['Democratic Republican', 'Jacksonian']",10-20
S000098,Benjamin,Say,,,1755.0,1813.0,2,['Representative'],['PA'],['Democratic Republican'],10-11
S000115,Abraham,Schenck,Henry,,1775.0,1831.0,1,['Representative'],['NY'],['Democratic Republican'],14-14
S000116,Ferdinand,Schenck,Schureman,,1790.0,1860.0,2,['Representative'],['NJ'],['Jacksonian'],23-24
S000130,William,Schley,,,1786.0,1858.0,1,['Representative'],['GA'],['Jacksonian'],23-23
S000140,Cornelius,Schoonmaker,Corneliusen,,1745.0,1796.0,1,['Representative'],['NY'],['Anti-Administration'],2-2
S000149,Martin,Schuneman,Gerretsen,,1764.0,1827.0,1,['Representative'],['NY'],['Democratic Republican'],9-9
S000150,James,Schureman,,,1756.0,1824.0,5,"['Senator', 'Delegate', 'Representative']",['NJ'],"['Pro-Administration', 'Federalist']",1-13
S000153,Philip,Schuyler,Jeremiah,,1768.0,1835.0,1,['Representative'],['NY'],['Federalist'],15-15
S000154,Philip,Schuyler,John,,1733.0,1804.0,3,"['Senator', 'Delegate']",['NY'],['Pro-Administration'],1-5
S000175,John,Scott,,,1784.0,1850.0,1,['Representative'],['PA'],['Jacksonian'],21-21
S000176,John,Scott,,,1785.0,1861.0,6,"['Delegate', 'Representative']",['MO'],"['Democratic Republican', 'Adams', 'Adams-Clay Republican']",14-19
S000186,Thomas,Scott,,,1739.0,1796.0,2,['Representative'],['PA'],['Pro-Administration'],1-3
S000200,John,Scudder,Anderson,,1759.0,1836.0,1,['Representative'],['NJ'],['Democratic Republican'],11-11
S000203,Tredwell,Scudder,,,1778.0,1834.0,1,['Representative'],['NY'],['Democratic Republican'],15-15
S000215,Ebenezer,Seaver,,,1763.0,1844.0,5,['Representative'],['MA'],['Democratic Republican'],8-12
S000222,Theodore,Sedgwick,,,1746.0,1813.0,8,"['Senator', 'Delegate', 'Representative']",['MA'],['Federalist'],1-6
S000233,Dudley,Selden,,,1797.0,1855.0,1,['Representative'],['NY'],['Jacksonian'],23-23
S000238,Benedict,Semmes,Joseph,,1789.0,1863.0,2,['Representative'],['MD'],['Anti-Jacksonian'],21-22
S000242,Joshua,Seney,,,1756.0,1798.0,3,"['Delegate', 'Representative']",['MD'],['Anti-Administration'],1-2
S000246,John,Sergeant,,,1779.0,1852.0,8,['Representative'],['PA'],"['Whig', 'Adams', 'Federalist']",14-27
S000254,Thomas,Settle,,,1789.0,1857.0,2,['Representative'],['NC'],['Democratic Republican'],15-16
S000256,Ambrose,Sevier,Hundley,,1801.0,1848.0,12,"['Senator', 'Delegate']",['AR'],"['Democrat', 'Jacksonian']",20-30
S000257,John,Sevier,,,1745.0,1815.0,4,['Representative'],"['TN', 'NC']","['Democratic Republican', 'Pro-Administration']",1-14
S000258,Charles,Sewall,S.,,1779.0,1848.0,2,['Representative'],['MD'],"['Democrat', 'Jacksonian']",22-27
S000259,Samuel,Sewall,,,1757.0,1814.0,3,['Representative'],['MA'],['Federalist'],4-6
S000264,Adam,Seybert,,,1773.0,1825.0,4,['Representative'],['PA'],['Democratic Republican'],11-15
S000268,Horatio,Seymour,,,1778.0,1857.0,6,['Senator'],['VT'],"['Democratic Republican', 'Adams', 'Adams-Clay Republican', 'Anti-Jacksonian']",17-22
S000289,Thomas,Shannon,,,1786.0,1843.0,1,['Representative'],['OH'],['Adams'],19-19
S000295,Solomon,Sharp,P.,,1780.0,1825.0,2,['Representative'],['KY'],['Democratic Republican'],13-14
S000297,Peter,Sharpe,,,1777.0,1842.0,2,['Representative'],['NY'],"['Democratic Republican', 'Adams-Clay Republican']",17-18
S000307,Henry,Shaw,,,1788.0,1857.0,2,['Representative'],['MA'],['Democratic Republican'],15-16
S000310,Samuel,Shaw,,,1768.0,1827.0,3,['Representative'],['VT'],['Democratic Republican'],10-12
S000312,James,Sheafe,,,1755.0,1829.0,2,"['Senator', 'Representative']",['NH'],['Federalist'],6-7
S000317,Daniel,Sheffey,,,1770.0,1830.0,4,['Representative'],['VA'],['Federalist'],11-14
S000331,William,Shepard,Biddle,,1799.0,1852.0,4,['Representative'],['NC'],['Anti-Jacksonian'],21-24
S000330,William,Shepard,,,1737.0,1817.0,3,['Representative'],['MA'],['Federalist'],5-7
S000334,Ether,Shepley,,,1789.0,1877.0,2,['Senator'],['ME'],['Jacksonian'],23-24
S000338,Augustine,Shepperd,Henry,,1792.0,1864.0,9,['Representative'],['NC'],"['Whig', 'Jacksonian', 'Anti-Jacksonian']",20-31
S000339,John,Sherburne,Samuel,,1757.0,1830.0,2,['Representative'],['NH'],"['Democratic Republican', 'Anti-Administration']",3-4
S000340,Upton,Sheredine,,,1740.0,1800.0,1,['Representative'],['MD'],['Anti-Administration'],2-2
S000349,Roger,Sherman,,,1721.0,1793.0,6,"['Senator', 'Delegate', 'Representative']",['CT'],['Pro-Administration'],1-3
S000357,Samuel,Sherwood,Burr,,1767.0,1833.0,1,['Representative'],['CT'],['Federalist'],15-15
S000356,Samuel,Sherwood,,,1779.0,1862.0,1,['Representative'],['NY'],['Federalist'],13-13
S000361,James,Shields,,,1762.0,1831.0,1,['Representative'],['OH'],['Jacksonian'],21-21
S000365,William,Shinn,Norton,,1782.0,1871.0,2,['Representative'],['NJ'],['Jacksonian'],23-24
S000366,Zebulon,Shipherd,Rudd,,1768.0,1841.0,1,['Representative'],['NY'],['Federalist'],13-13
S000397,Jonas,Sibley,,,1762.0,1834.0,1,['Representative'],['MA'],['Adams-Clay Republican'],18-18
S000400,Solomon,Sibley,,,1769.0,1846.0,2,['Delegate'],['MI'],[],16-17
S000410,Thomas,Sill,Hale,,1783.0,1856.0,2,['Representative'],['PA'],"['Adams', 'Anti-Jacksonian']",19-21
S000411,Nathaniel,Silsbee,,,1773.0,1850.0,7,"['Senator', 'Representative']",['MA'],['Adams'],15-23
S000412,Peter,Silvester,,,1734.0,1808.0,2,['Representative'],['NY'],['Pro-Administration'],1-2
S000414,Eldred,Simkins,,,1779.0,1831.0,2,['Representative'],['SC'],['Democratic Republican'],15-16
S000449,Thomas,Sinnickson,,,1786.0,1873.0,1,['Representative'],['NJ'],['Adams'],20-20
S000448,Thomas,Sinnickson,,,1744.0,1817.0,2,['Representative'],['NJ'],"['Pro-Administration', 'Federalist']",1-5
S000460,Samuel,Sitgreaves,,,1764.0,1827.0,2,['Representative'],['PA'],['Federalist'],4-5
S000469,Richard,Skinner,,,1778.0,1833.0,1,['Representative'],['VT'],['Democratic Republican'],13-13
S000471,Thomson,Skinner,Joseph,,1752.0,1809.0,3,['Representative'],['MA'],['Democratic Republican'],4-8
S000474,Charles,Slade,,,1797.0,1834.0,1,['Representative'],['IL'],['Jacksonian'],23-23
S000475,William,Slade,,,1786.0,1859.0,6,['Representative'],['VT'],"['Whig', 'Anti-Masonic']",22-27
S000483,Amos,Slaymaker,,,1755.0,1837.0,1,['Representative'],['PA'],['Federalist'],13-13
S000493,James,Sloan,,,1748.0,1831.0,3,['Representative'],['NJ'],['Democratic Republican'],8-10
S000494,John,Sloane,,,1779.0,1856.0,5,['Representative'],['OH'],"['Democratic Republican', 'Adams', 'Adams-Clay Republican']",16-20
S000495,Jonathan,Sloane,,,1785.0,1854.0,2,['Representative'],['OH'],"['Whig', 'Anti-Masonic']",23-24
S000497,Jesse,Slocumb,,,1780.0,1820.0,2,['Representative'],['NC'],['Federalist'],15-16
S000507,Dennis,Smelt,,,1763.0,1818.0,3,['Representative'],['GA'],['Democratic Republican'],9-11
S000508,John,Smilie,,,1741.0,1812.0,8,['Representative'],['PA'],"['Democratic Republican', 'Anti-Administration']",3-12
S000515,Arthur,Smith,,,1785.0,1853.0,2,['Representative'],['VA'],"['Democratic Republican', 'Crawford Republican']",17-18
S000516,Ballard,Smith,,,,,3,['Representative'],['VA'],['Democratic Republican'],14-16
S000518,Bernard,Smith,,,1776.0,1835.0,1,['Representative'],['NJ'],['Democratic Republican'],16-16
S000524,Daniel,Smith,,,1748.0,1818.0,4,['Senator'],['TN'],['Democratic Republican'],5-11
S000531,Francis,Smith,Ormand Jonathan,,1806.0,1876.0,3,['Representative'],['ME'],"['Democrat', 'Jacksonian']",23-25
S000537,George,Smith,,,,,2,['Representative'],['PA'],['Democratic Republican'],11-12
S000555,Isaac,Smith,,,1740.0,1807.0,1,['Representative'],['NJ'],['Federalist'],4-4
S000556,Isaac,Smith,,,1761.0,1834.0,1,['Representative'],['PA'],['Democratic Republican'],13-13
S000557,Israel,Smith,,,1759.0,1810.0,7,"['Senator', 'Representative']",['VT'],['Democratic Republican'],2-10
S000559,James,Smith,Strudwick,,1790.0,1859.0,2,['Representative'],['NC'],['Democratic Republican'],15-16
S000562,Jedediah,Smith,Kilburn,,1770.0,1828.0,1,['Representative'],['NH'],['Democratic Republican'],10-10
S000563,Jeremiah,Smith,,,1759.0,1842.0,4,['Representative'],['NH'],"['Pro-Administration', 'Federalist']",2-5
S000570,John,Smith,Cotton,,1765.0,1845.0,4,['Representative'],['CT'],['Federalist'],6-9
S000575,John,Smith,Speed,,1792.0,1854.0,1,['Representative'],['KY'],['Democratic Republican'],17-17
S000567,John,Smith,,,1735.0,1824.0,3,['Senator'],['OH'],['Democratic Republican'],8-10
S000564,John,Smith,,,1750.0,1836.0,7,['Representative'],['VA'],['Democratic Republican'],7-13
S000566,John,Smith,,,1752.0,1816.0,8,"['Senator', 'Representative']","['NY', None]",['Democratic Republican'],6-12
S000582,Josiah,Smith,,,1738.0,1803.0,1,['Representative'],['MA'],['Democratic Republican'],7-7
S000594,Nathan,Smith,,,1770.0,1835.0,2,['Senator'],['CT'],['Anti-Jacksonian'],23-24
S000595,Nathaniel,Smith,,,1762.0,1822.0,2,['Representative'],['CT'],['Federalist'],4-5
S000598,O'Brien,Smith,,,1756.0,1811.0,1,['Representative'],['SC'],['Democratic Republican'],9-9
S000599,Oliver,Smith,Hampton,,1794.0,1859.0,4,"['Senator', 'Representative']",['IN'],"['Whig', 'Jacksonian']",20-27
S000611,Samuel,Smith,A.,,1795.0,1861.0,2,['Representative'],['PA'],['Jacksonian'],21-22
S000609,Samuel,Smith,,,1752.0,1839.0,21,"['Senator', 'Representative']",['MD'],"['Democratic Republican', 'Jacksonian', 'Crawford Republican']",3-22
S000610,Samuel,Smith,,,,,3,['Representative'],['PA'],['Democratic Republican'],9-11
S000608,Samuel,Smith,,,1765.0,1842.0,1,['Representative'],['NH'],['Federalist'],13-13
S000617,Thomas,Smith,,,1773.0,1846.0,1,['Representative'],['PA'],['Federalist'],14-14
S000633,William,Smith,Loughton,,1758.0,1812.0,5,['Representative'],['SC'],"['Pro-Administration', 'Federalist']",1-5
S000638,William,Smith,Stephens,,1755.0,1816.0,1,['Representative'],['NY'],['Federalist'],13-13
S000625,William,Smith,,,1751.0,1837.0,1,['Representative'],['SC'],['Democratic Republican'],5-5
S000624,William,Smith,,,1728.0,1814.0,2,"['Delegate', 'Representative']",['MD'],['Anti-Administration'],1-2
S000626,William,Smith,,,,,3,['Representative'],['VA'],"['Democratic Republican', 'Jacksonian', 'Crawford Republican']",17-19
S000628,William,Smith,,,1762.0,1840.0,7,['Senator'],['SC'],['Democratic Republican'],14-21
S000646,Alexander,Smyth,,,1765.0,1830.0,6,['Representative'],['VA'],"['Democratic Republican', 'Jacksonian', 'Crawford Republican']",15-21
S000681,Nathan,Soule,,,1790.0,1860.0,1,['Representative'],['NY'],['Jacksonian'],22-22
S000685,Henry,Southard,,,1747.0,1842.0,8,['Representative'],['NJ'],['Democratic Republican'],7-16
S000686,Isaac,Southard,,,1783.0,1850.0,1,['Representative'],['NJ'],['Anti-Jacksonian'],22-22
S000689,Samuel,Southard,Lewis,,1787.0,1842.0,7,['Senator'],['NJ'],"['Democratic Republican', 'Whig', 'Anti-Jacksonian']",16-27
S000693,Richard,Spaight,Dobbs,,1758.0,1802.0,3,"['Delegate', 'Representative']",['NC'],['Democratic Republican'],1-6
S000694,Richard,Spaight,Dobbs,Jr.,1796.0,1850.0,1,['Representative'],['NC'],['Crawford Republican'],18-18
S000698,Thomas,Spalding,,,1774.0,1851.0,1,['Representative'],['GA'],['Democratic Republican'],9-9
S000699,David,Spangler,,,1796.0,1856.0,2,['Representative'],['OH'],"['Whig', 'Anti-Jacksonian']",23-24
S000700,Jacob,Spangler,,,1767.0,1843.0,1,['Representative'],['PA'],['Democratic Republican'],15-15
S000710,Thomas,Speed,,,1768.0,1842.0,1,['Representative'],['KY'],['Democratic Republican'],15-15
S000715,Jesse,Speight,,,1795.0,1847.0,6,"['Senator', 'Representative']","['NC', 'MS']","['Democrat', 'Jacksonian']",21-30
S000719,John,Spence,Selby,,1788.0,1840.0,5,"['Senator', 'Representative']",['MD'],"['Whig', 'Adams-Clay Republican', 'Anti-Jacksonian']",18-26
S000721,Ambrose,Spencer,,,1765.0,1848.0,1,['Representative'],['NY'],['Anti-Jacksonian'],21-21
S000722,Elijah,Spencer,,,1775.0,1852.0,1,['Representative'],['NY'],['Democratic Republican'],17-17
S000727,John,Spencer,Canfield,,1788.0,1855.0,1,['Representative'],['NY'],['Democratic Republican'],15-15
S000729,Richard,Spencer,,,1796.0,1868.0,1,['Representative'],['MD'],['Jacksonian'],21-21
S000743,Peleg,Sprague,,,1756.0,1800.0,1,['Representative'],['NH'],['Federalist'],5-5
S000744,Peleg,Sprague,,,1793.0,1880.0,5,"['Senator', 'Representative']",['ME'],"['Adams', 'Anti-Jacksonian']",19-23
S000751,Michael,Sprigg,Cresap,,1791.0,1845.0,2,['Representative'],['MD'],['Jacksonian'],20-21
S000752,Richard,Sprigg,,Jr.,1769.0,1806.0,3,['Representative'],['MD'],['Democratic Republican'],4-7
S000753,Thomas,Sprigg,,,1747.0,1809.0,2,['Representative'],['MD'],"['Democratic Republican', 'Anti-Administration']",3-4
S000788,William,Stanbery,,,1788.0,1873.0,3,['Representative'],['OH'],"['Jacksonian', 'Anti-Jacksonian']",20-22
S000789,James,Standifer,Israel,,1782.0,1837.0,5,['Representative'],['TN'],"['Jackson Republican', 'Jacksonian', 'Anti-Jacksonian']",18-24
S000794,Richard,Stanford,,,1767.0,1816.0,10,['Representative'],['NC'],['Democratic Republican'],5-14
S000800,John,Stanly,,,1774.0,1834.0,2,['Representative'],['NC'],['Federalist'],7-11
S000805,Joseph,Stanton,,Jr.,1739.0,1821.0,5,"['Senator', 'Representative']",['RI'],"['Democratic Republican', 'Anti-Administration']",1-9
S000821,Asahel,Stearns,,,1774.0,1839.0,1,['Representative'],['MA'],['Federalist'],14-14
S000828,William,Stedman,,,1765.0,1831.0,4,['Representative'],['MA'],['Federalist'],8-11
S000834,John,Steele,Nevett,,1796.0,1853.0,2,['Representative'],['MD'],"['Whig', 'Anti-Jacksonian']",23-24
S000832,John,Steele,,,1764.0,1815.0,2,['Representative'],['NC'],['Pro-Administration'],1-2
S000859,Philander,Stephens,,,1788.0,1842.0,2,['Representative'],['PA'],['Jacksonian'],21-22
S000862,Benjamin,Stephenson,,,1769.0,1822.0,2,['Delegate'],['IL'],[],13-14
S000864,James,Stephenson,,,1764.0,1833.0,4,['Representative'],['VA'],"['Crawford Federalist', 'Federalist']",8-18
S000866,Samuel,Sterett,,,1758.0,1833.0,1,['Representative'],['MD'],['Anti-Administration'],2-2
S000867,John,Sterigere,Benton,,1793.0,1852.0,2,['Representative'],['PA'],['Jacksonian'],20-21
S000868,Ansel,Sterling,,,1782.0,1853.0,2,['Representative'],['CT'],"['Democratic Republican', 'Adams-Clay Republican']",17-18
S000871,Micah,Sterling,,,1784.0,1844.0,1,['Representative'],['NY'],['Federalist'],17-17
S000882,James,Stevens,,,1768.0,1835.0,1,['Representative'],['CT'],['Democratic Republican'],16-16
S000891,Andrew,Stevenson,,,1784.0,1857.0,7,['Representative'],['VA'],"['Democratic Republican', 'Jacksonian', 'Crawford Republican']",17-23
S000892,James,Stevenson,S.,,1780.0,1831.0,2,['Representative'],['PA'],['Jacksonian'],19-20
S000899,Andrew,Stewart,,,1791.0,1872.0,9,['Representative'],['PA'],"['Whig', 'Jacksonian', 'Anti-Masonic', 'Adams', 'Jackson Republican', 'Democratic Republican']",17-30
S000909,James,Stewart,,,1775.0,1821.0,1,['Representative'],['NC'],['Federalist'],15-15
S000912,John,Stewart,,,,1820.0,3,['Representative'],['PA'],['Democratic Republican'],6-8
S000941,Richard,Stockton,,,1764.0,1828.0,3,"['Senator', 'Representative']",['NJ'],['Federalist'],4-13
S000943,Ebenezer,Stoddard,,,1785.0,1847.0,2,['Representative'],['CT'],"['Democratic Republican', 'Adams-Clay Republican']",17-18
S000944,John,Stoddert,Truman,,1790.0,1870.0,1,['Representative'],['MD'],['Jacksonian'],23-23
S000949,Montfort,Stokes,,,1762.0,1842.0,4,['Senator'],['NC'],['Democratic Republican'],14-17
S000955,David,Stone,,,1770.0,1818.0,5,"['Senator', 'Representative']",['NC'],['Democratic Republican'],6-13
S000961,Michael,Stone,Jenifer,,1747.0,1812.0,1,['Representative'],['MD'],['Anti-Administration'],1-1
S000972,Clement,Storer,,,1760.0,1830.0,2,"['Senator', 'Representative']",['NH'],['Democratic Republican'],10-15
S000976,Henry,Storrs,Randolph,,1787.0,1837.0,6,['Representative'],['NY'],"['Adams', 'Adams-Clay Federalist', 'Federalist', 'Anti-Jacksonian']",15-21
S000977,William,Storrs,Lucius,,1795.0,1861.0,3,['Representative'],['CT'],"['Whig', 'Anti-Jacksonian']",21-26
S000978,Joseph,Story,,,1779.0,1845.0,1,['Representative'],['MA'],['Democratic Republican'],10-10
S000984,Silas,Stow,,,1773.0,1827.0,1,['Representative'],['NY'],['Democratic Republican'],12-12
S000986,John,Stower,G.,,1791.0,1850.0,1,['Representative'],['NY'],['Jacksonian'],20-20
S000994,John,Stratton,,,1769.0,1804.0,1,['Representative'],['VA'],['Federalist'],7-7
S001002,Randall,Street,S.,,1780.0,1841.0,1,['Representative'],['NY'],['Federalist'],16-16
S001009,Caleb,Strong,,,1745.0,1819.0,4,['Senator'],['MA'],['Pro-Administration'],1-4
S001010,James,Strong,,,1783.0,1847.0,5,['Representative'],['NY'],"['Adams', 'Adams-Clay Federalist', 'Federalist', 'Anti-Jacksonian']",16-21
S001017,Solomon,Strong,,,1780.0,1850.0,2,['Representative'],['MA'],['Federalist'],14-15
S001022,William,Strong,,,1763.0,1840.0,3,['Representative'],['VT'],['Democratic Republican'],12-16
S001023,George,Strother,French,,1783.0,1840.0,2,['Representative'],['VA'],['Democratic Republican'],15-16
S001029,William,Strudwick,Francis,,1765.0,1812.0,1,['Representative'],['NC'],['Federalist'],4-4
S001036,Philip,Stuart,,,1760.0,1830.0,4,['Representative'],['MD'],['Federalist'],12-15
S001047,Jonathan,Sturges,,,1740.0,1819.0,3,"['Delegate', 'Representative']",['CT'],['Pro-Administration'],1-2
S001048,Lewis,Sturges,Burr,,1763.0,1844.0,6,['Representative'],['CT'],['Federalist'],9-14
S001052,George,Sullivan,,,1771.0,1838.0,1,['Representative'],['NH'],['Federalist'],12-12
S001073,Thomas,Sumter,,,1734.0,1832.0,10,"['Senator', 'Representative']",['SC'],['Democratic Republican'],1-11
S001083,Joel,Sutherland,Barlow,,1792.0,1861.0,5,['Representative'],['PA'],['Jacksonian'],20-24
S001088,Samuel,Swan,,,1771.0,1844.0,5,['Representative'],['NJ'],"['Democratic Republican', 'Adams', 'Jackson Republican', 'Anti-Jacksonian']",17-21
S001095,John,Swanwick,,,1760.0,1798.0,2,['Representative'],['PA'],['Democratic Republican'],4-5
S001096,Peter,Swart,,,1752.0,1829.0,1,['Representative'],['NY'],['Democratic Republican'],10-10
S001116,Benjamin,Swift,,,1781.0,1847.0,5,"['Senator', 'Representative']",['VT'],"['Adams', 'Anti-Jacksonian']",20-25
S001119,Zephaniah,Swift,,,1759.0,1823.0,2,['Representative'],['CT'],"['Pro-Administration', 'Federalist']",3-4
S001125,Jacob,Swoope,,,,1832.0,1,['Representative'],['VA'],['Federalist'],11-11
T000003,Thomas,Taber,,II,1785.0,1862.0,1,['Representative'],['NY'],['Jacksonian'],20-20
T000012,Samuel,Taggart,,,1754.0,1825.0,7,['Representative'],['MA'],['Federalist'],8-14
T000015,Charles,Tait,,,1768.0,1835.0,5,['Senator'],['GA'],['Democratic Republican'],11-15
T000017,Isham,Talbot,,,1773.0,1837.0,6,['Senator'],['KY'],"['Democratic Republican', 'Adams-Clay Republican']",13-18
T000019,Silas,Talbot,,,1751.0,1813.0,1,['Representative'],['NY'],['Pro-Administration'],3-3
T000025,Benjamin,Taliaferro,,,1750.0,1821.0,2,['Representative'],['GA'],"['Democratic Republican', 'Federalist']",6-7
T000027,John,Taliaferro,,,1768.0,1852.0,10,['Representative'],['VA'],"['Whig', 'Adams', 'Anti-Jacksonian', 'Crawford Republican', 'Democratic Republican']",7-27
T000029,Benjamin,Tallmadge,,,1754.0,1835.0,8,['Representative'],['CT'],['Federalist'],7-14
T000031,James,Tallmadge,,Jr.,1778.0,1853.0,1,['Representative'],['NY'],['Democratic Republican'],15-15
T000032,Nathaniel,Tallmadge,Pitcher,,1795.0,1864.0,6,['Senator'],['NY'],"['Democrat', 'Whig', 'Jacksonian']",23-28
T000033,Peleg,Tallman,,,1764.0,1840.0,1,['Representative'],['MA'],['Democratic Republican'],12-12
T000036,Adamson,Tannehill,,,1750.0,1820.0,1,['Representative'],['PA'],['Democratic Republican'],13-13
T000042,Christian,Tarr,,,1765.0,1833.0,2,['Representative'],['PA'],['Democratic Republican'],15-16
T000047,Magnus,Tate,,,1760.0,1823.0,1,['Representative'],['VA'],['Federalist'],14-14
T000050,Absalom,Tatom,,,1742.0,1802.0,1,['Representative'],['NC'],['Democratic Republican'],4-4
T000051,Edward,Tattnall,Fenwick,,1788.0,1832.0,3,['Representative'],['GA'],"['Democratic Republican', 'Jacksonian', 'Crawford Republican']",17-19
T000052,Josiah,Tattnall,,,1762.0,1803.0,2,['Senator'],['GA'],['Democratic Republican'],4-5
T000054,Micah,Taul,,,1785.0,1850.0,1,['Representative'],['KY'],['Democratic Republican'],14-14
T000091,John,Taylor,W.,,1784.0,1854.0,10,['Representative'],['NY'],"['Democratic Republican', 'Adams', 'Adams-Clay Republican', 'Anti-Jacksonian']",13-22
T000085,John,Taylor,,,1770.0,1832.0,6,"['Senator', 'Representative']",['SC'],['Democratic Republican'],10-14
T000084,John,Taylor,,,,,1,['Representative'],['SC'],['Democratic Republican'],14-14
T000086,John,Taylor,,,1753.0,1824.0,5,['Senator'],['VA'],"['Democratic Republican', 'Crawford Republican', 'Anti-Administration']",2-18
T000097,Robert,Taylor,,,1763.0,1845.0,1,['Representative'],['VA'],['Adams'],19-19
T000102,Waller,Taylor,,,1786.0,1826.0,5,['Senator'],['IN'],['Democratic Republican'],14-18
T000105,William,Taylor,Penn,,,,1,['Representative'],['VA'],['Anti-Jacksonian'],23-23
T000103,William,Taylor,,,1791.0,1865.0,3,['Representative'],['NY'],"['Democrat', 'Jacksonian']",23-25
T000107,Henry,Tazewell,,,1753.0,1799.0,3,['Senator'],['VA'],['Anti-Administration'],3-5
T000108,Littleton,Tazewell,Waller,,1774.0,1860.0,6,"['Senator', 'Representative']",['VA'],['Jackson Republican'],6-22
T000115,Thomas,Telfair,,,1780.0,1818.0,2,['Representative'],['GA'],['Democratic Republican'],13-14
T000125,Egbert,Ten Eyck,,,1779.0,1844.0,2,['Representative'],['NY'],"['Jacksonian', 'Crawford Republican']",18-19
T000127,Samuel,Tenney,,,1748.0,1816.0,4,['Representative'],['NH'],['Federalist'],6-9
T000132,William,Terrell,,,1778.0,1855.0,2,['Representative'],['GA'],['Democratic Republican'],15-16
T000135,Nathaniel,Terry,,,1768.0,1844.0,1,['Representative'],['CT'],['Federalist'],15-15
T000138,John,Test,,,1781.0,1849.0,3,['Representative'],['IN'],"['Adams', 'Jackson Republican', 'Anti-Jacksonian']",18-21
T000141,George,Thacher,,,1754.0,1824.0,7,"['Delegate', 'Representative']",['MA'],['Federalist'],1-6
T000143,Samuel,Thatcher,,,1776.0,1872.0,2,['Representative'],['MA'],['Federalist'],7-8
T000163,David,Thomas,,,1762.0,1831.0,4,['Representative'],['NY'],['Democratic Republican'],7-10
T000166,Francis,Thomas,,,1799.0,1876.0,9,['Representative'],['MD'],"['Jacksonian', 'Republican', 'Unconditional Unionist', 'Democrat', 'Unionist']",22-40
T000169,Isaac,Thomas,,,1784.0,1859.0,1,['Representative'],['TN'],['Democratic Republican'],14-14
T000171,Jesse,Thomas,Burgess,,1777.0,1853.0,7,"['Senator', 'Delegate']","['IN', 'IL']","['Democratic Republican', 'Adams', 'Crawford Republican']",10-20
T000173,John,Thomas,Chew,,1764.0,1836.0,1,['Representative'],['MD'],['Federalist'],6-6
T000181,Philemon,Thomas,,,1763.0,1847.0,2,['Representative'],['LA'],['Anti-Jacksonian'],22-23
T000183,Richard,Thomas,,,1744.0,1832.0,3,['Representative'],['PA'],['Federalist'],4-6
T000202,Hedge,Thompson,,,1780.0,1828.0,1,['Representative'],['NJ'],['Adams'],20-20
T000205,Joel,Thompson,,,1760.0,1843.0,1,['Representative'],['NY'],['Federalist'],13-13
T000206,John,Thompson,,,1749.0,1823.0,3,['Representative'],['NY'],['Democratic Republican'],6-11
T000213,Philip,Thompson,Rootes,,1766.0,1837.0,3,['Representative'],['VA'],['Democratic Republican'],7-9
T000211,Philip,Thompson,,,1789.0,1836.0,1,['Representative'],['KY'],['Adams-Clay Republican'],18-18
T000220,Thomas,Thompson,Weston,,1766.0,1821.0,3,"['Senator', 'Representative']",['NH'],['Federalist'],9-14
T000222,Wiley,Thompson,,,1781.0,1835.0,6,['Representative'],['GA'],"['Democratic Republican', 'Jacksonian', 'Crawford Republican']",17-22
T000227,Alexander,Thomson,,,1788.0,1848.0,2,['Representative'],['PA'],"['Jackson Republican', 'Jacksonian']",18-19
T000230,John,Thomson,,,1780.0,1852.0,5,['Representative'],['OH'],['Jacksonian'],19-24
