"id","givenName","familyName","middleName","unaccentedGivenName","unaccentedFamilyName","unaccentedMiddleName","nickName","honorificPrefix","honorificSuffix","honorificTitle","birthYear","deathYear","congresses"
"A000324","Charles","Atherton","Humphrey","Charles","Atherton","Humphrey",,"Mr.",,,"1773","1853","[{""position"":""Representative"",""congressNumber"":14,""stateName"":""NH"",""parties"":[""Federalist""],""electionDate"":""1814-08-29"",""electionCirca"":false}]"
"A000340","Archibald","Austin",,"Archibald","Austin",,,"Mr.",,,"1772","1837","[{""position"":""Representative"",""congressNumber"":15,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionDate"":""1817-04"",""electionCirca"":true}]"
"A000345","Daniel","Avery",,"Daniel","Avery",,,"Mr.",,,"1766","1842","[{""position"":""Representative"",""congressNumber"":12,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1810-04-24"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":13,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1812-12-15"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":14,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1816-08-27"",""electionCirca"":false}]"
"B000006","William","Babcock",,"William","Babcock",,,"Mr.",,,"1785","1838","[{""position"":""Representative"",""congressNumber"":22,""stateName"":""NY"",""parties"":[""Anti-Masonic""],""electionDate"":""1830-11-01"",""electionCirca"":true}]"
"B000015","Ezekiel","Bacon",,"Ezekiel","Bacon",,,"Mr.",,,"1776","1870","[{""position"":""Representative"",""congressNumber"":10,""stateName"":""MA"",""parties"":[""Democratic Republican""],""electionDate"":""1807-07-13"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":11,""stateName"":""MA"",""parties"":[""Democratic Republican""],""electionDate"":""1808-11-07"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":12,""stateName"":""MA"",""parties"":[""Democratic Republican""],""electionDate"":""1810-11-05"",""electionCirca"":false}]"
"B000017","John","Bacon",,"John","Bacon",,,"Mr.",,,"1738","1820","[{""position"":""Representative"",""congressNumber"":7,""stateName"":""MA"",""parties"":[""Democratic Republican""],""electionCirca"":false}]"
"B000023","Luther","Badger",,"Luther","Badger",,,"Mr.",,,"1785","1869","[{""position"":""Representative"",""congressNumber"":19,""stateName"":""NY"",""parties"":[""Adams""],""electionDate"":""1824-11-01"",""electionCirca"":true}]"
"B000026","George","Baer",,"George","Baer",,,"Mr.","Jr.",,"1763","1834","[{""position"":""Representative"",""congressNumber"":5,""stateName"":""MD"",""parties"":[""Federalist""]},{""position"":""Representative"",""congressNumber"":6,""stateName"":""MD"",""parties"":[""Federalist""]},{""position"":""Representative"",""congressNumber"":14,""stateName"":""MD"",""parties"":[""Federalist""],""electionDate"":""1814-10-03"",""electionCirca"":false}]"
"B000041","John","Bailey",,"John","Bailey",,,"Mr.",,,"1786","1835","[{""position"":""Representative"",""congressNumber"":19,""stateName"":""MA"",""parties"":[""Adams""],""electionDate"":""1825-01-03"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":20,""stateName"":""MA"",""parties"":[""Adams""],""electionDate"":""1826-11-06"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":18,""stateName"":""MA"",""parties"":[""Adams-Clay Republican""],""electionDate"":""1824-11-29"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":21,""stateName"":""MA"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1828-11-07"",""electionCirca"":false}]"
"B000049","Theodorus","Bailey",,"Theodorus","Bailey",,,"Mr.",,,"1758","1828","[{""position"":""Representative"",""congressNumber"":3,""stateName"":""NY"",""parties"":[""Anti-Administration""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":4,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":6,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":7,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":8,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionCirca"":false}]"
"B000056","Caleb","Baker",,"Caleb","Baker",,,"Mr.",,,"1762","1849","[{""position"":""Representative"",""congressNumber"":16,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1818-04-28"",""electionCirca"":true}]"
"B000058","David","Baker","Jewett","David","Baker","Jewett",,,,,"1792","1869","[{""position"":""Senator"",""congressNumber"":21,""stateName"":""IL"",""parties"":[""Democrat""]}]"
"B000060","Ezra","Baker",,"Ezra","Baker",,,"Mr.",,,"1765",,"[{""position"":""Representative"",""congressNumber"":14,""stateName"":""NJ"",""parties"":[""Democratic Republican""],""electionDate"":""1814-10-10"",""electionCirca"":true}]"
"B000067","John","Baker",,"John","Baker",,,"Mr.",,,,"1823","[{""position"":""Representative"",""congressNumber"":12,""stateName"":""VA"",""parties"":[""Federalist""],""electionDate"":""1811-04"",""electionCirca"":true}]"
"B000084","Abraham","Baldwin",,"Abraham","Baldwin",,,"Mr.",,,"1754","1807","[{""position"":""Delegate"",""congressNumber"":1,""stateName"":""GA""},{""position"":""Representative"",""congressNumber"":1,""stateName"":""GA"",""parties"":[""Anti-Administration""]},{""position"":""Representative"",""congressNumber"":2,""stateName"":""GA"",""parties"":[""Anti-Administration""]},{""position"":""Representative"",""congressNumber"":3,""stateName"":""GA"",""parties"":[""Anti-Administration""]},{""position"":""Representative"",""congressNumber"":4,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Representative"",""congressNumber"":5,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":6,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":7,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":8,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":9,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":10,""stateName"":""GA"",""parties"":[""Democratic Republican""]}]"
"B000087","Henry","Baldwin",,"Henry","Baldwin",,,"Mr.",,,"1780","1844","[{""position"":""Representative"",""congressNumber"":15,""stateName"":""PA"",""parties"":[""Democratic Republican""],""electionDate"":""1816-10-08"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":16,""stateName"":""PA"",""parties"":[""Democratic Republican""],""electionDate"":""1818-10-13"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":17,""stateName"":""PA"",""parties"":[""Democratic Republican""],""electionDate"":""1820-10-10"",""electionCirca"":false}]"
"B000090","John","Baldwin",,"John","Baldwin",,,"Mr.",,,"1772","1850","[{""position"":""Representative"",""congressNumber"":19,""stateName"":""CT"",""parties"":[""Adams""],""electionDate"":""1825-04-04"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":20,""stateName"":""CT"",""parties"":[""Adams""],""electionDate"":""1827-04-12"",""electionCirca"":false}]"
"B000097","Simeon","Baldwin",,"Simeon","Baldwin",,,"Mr.",,,"1761","1851","[{""position"":""Representative"",""congressNumber"":8,""stateName"":""CT"",""parties"":[""Federalist""]}]"
"B000103","William","Ball","Lee","William","Ball","Lee",,"Mr.",,,"1781","1824","[{""position"":""Representative"",""congressNumber"":15,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionDate"":""1817-04"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":16,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionDate"":""1819-04"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":17,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionDate"":""1821-04"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":18,""stateName"":""VA"",""parties"":[""Crawford Republican""],""electionDate"":""1823-04"",""electionCirca"":true}]"
"B000114","John","Banks",,"John","Banks",,,"Mr.",,,"1793","1864","[{""position"":""Representative"",""congressNumber"":22,""stateName"":""PA"",""parties"":[""Anti-Masonic""],""electionDate"":""1830-10-12"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":23,""stateName"":""PA"",""parties"":[""Anti-Masonic""],""electionDate"":""1832-10-09"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":24,""stateName"":""PA"",""parties"":[""Anti-Masonic""],""electionDate"":""1834-10-14"",""electionCirca"":false}]"
"B000124","Levi","Barber",,"Levi","Barber",,,"Mr.",,,"1777","1833","[{""position"":""Representative"",""congressNumber"":15,""stateName"":""OH"",""parties"":[""Democratic Republican""],""electionDate"":""1816-10-08"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":17,""stateName"":""OH"",""parties"":[""Democratic Republican""],""electionDate"":""1820-10-10"",""electionCirca"":false}]"
"B000125","Noyes","Barber",,"Noyes","Barber",,,"Mr.",,,"1781","1844","[{""position"":""Representative"",""congressNumber"":17,""stateName"":""CT"",""parties"":[""Democratic Republican""],""electionDate"":""1821-04-02"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":18,""stateName"":""CT"",""parties"":[""Adams-Clay Republican""],""electionDate"":""1823-04-07"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":19,""stateName"":""CT"",""parties"":[""Adams""],""electionDate"":""1825-04-04"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":20,""stateName"":""CT"",""parties"":[""Adams""],""electionDate"":""1827-04-12"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":21,""stateName"":""CT"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1829-04-09"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":22,""stateName"":""CT"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1831-04-14"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":23,""stateName"":""CT"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1833-04-11"",""electionCirca"":false}]"
"B000127","James","Barbour",,"James","Barbour",,,,,,"1775","1842","[{""position"":""Senator"",""congressNumber"":13,""stateName"":""VA"",""parties"":[""Anti-Democrat""]},{""position"":""Senator"",""congressNumber"":14,""stateName"":""VA"",""parties"":[""Anti-Democrat""]},{""position"":""Senator"",""congressNumber"":15,""stateName"":""VA"",""parties"":[""Anti-Democrat""]},{""position"":""Senator"",""congressNumber"":16,""stateName"":""VA"",""parties"":[""Anti-Democrat""]},{""position"":""Senator"",""congressNumber"":17,""stateName"":""VA"",""parties"":[""Anti-Democrat""]},{""position"":""Senator"",""congressNumber"":18,""stateName"":""VA"",""parties"":[""Anti-Democrat""]},{""position"":""Senator"",""congressNumber"":19,""stateName"":""VA"",""parties"":[""Democratic Republican""]}]"
"B000128","John","Barbour","Strode","John","Barbour","Strode",,"Mr.",,,"1790","1855","[{""position"":""Representative"",""congressNumber"":20,""stateName"":""VA"",""parties"":[""Jacksonian""],""electionDate"":""1827-04-09"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":21,""stateName"":""VA"",""parties"":[""Jacksonian""],""electionDate"":""1829-04"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":22,""stateName"":""VA"",""parties"":[""Jacksonian""],""electionDate"":""1831-08-02"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":18,""stateName"":""VA"",""parties"":[""Crawford Republican""],""electionDate"":""1823-03-31"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":19,""stateName"":""VA"",""parties"":[""Jacksonian""],""electionDate"":""1825-04"",""electionCirca"":true}]"
"B000131","Philip","Barbour","Pendleton","Philip","Barbour","Pendleton",,"Mr.",,,"1783","1841","[{""position"":""Representative"",""congressNumber"":13,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionDate"":""1814-06"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":14,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionDate"":""1815-04"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":15,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionDate"":""1817-04"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":16,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionDate"":""1819-04"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":17,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionDate"":""1821-04"",""electionCirca"":true,""leadershipPositions"":[{""position"":""Speaker Of The House"",""startDate"":""1821-12-04"",""startCirca"":false,""endDate"":""1823-03-03"",""endCirca"":false}]},{""position"":""Representative"",""congressNumber"":18,""stateName"":""VA"",""parties"":[""Crawford Republican""],""electionDate"":""1823-03-31"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":20,""stateName"":""VA"",""parties"":[""Jacksonian""],""electionDate"":""1827-04-09"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":21,""stateName"":""VA"",""parties"":[""Jacksonian""],""electionDate"":""1829-04"",""electionCirca"":true}]"
"B000137","David","Bard",,"David","Bard",,,"Mr.",,,"1744","1815","[{""position"":""Representative"",""congressNumber"":4,""stateName"":""PA"",""parties"":[""Democratic Republican""],""electionDate"":""1794-10-14"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":5,""stateName"":""PA"",""parties"":[""Democratic Republican""],""electionDate"":""1796-10-11"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":8,""stateName"":""PA"",""parties"":[""Democratic Republican""],""electionDate"":""1802-10-12"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":9,""stateName"":""PA"",""parties"":[""Democratic Republican""],""electionDate"":""1804-10-09"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":10,""stateName"":""PA"",""parties"":[""Democratic Republican""],""electionDate"":""1806-10-14"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":11,""stateName"":""PA"",""parties"":[""Democratic Republican""],""electionDate"":""1808-10-11"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":12,""stateName"":""PA"",""parties"":[""Democratic Republican""],""electionDate"":""1810-10-09"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":13,""stateName"":""PA"",""parties"":[""Democratic Republican""],""electionDate"":""1812-10-13"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":14,""stateName"":""PA"",""parties"":[""Democratic Republican""],""electionDate"":""1814-10-11"",""electionCirca"":false}]"
"B000143","David","Barker",,"David","Barker",,,"Mr.","Jr.",,"1797","1834","[{""position"":""Representative"",""congressNumber"":20,""stateName"":""NH"",""parties"":[""Adams""],""electionDate"":""1827-03-13"",""electionCirca"":false}]"
"B000144","Joseph","Barker",,"Joseph","Barker",,,"Mr.",,,"1751","1815","[{""position"":""Representative"",""congressNumber"":9,""stateName"":""MA"",""parties"":[""Democratic Republican""],""electionDate"":""1804-11-05"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":10,""stateName"":""MA"",""parties"":[""Democratic Republican""],""electionDate"":""1806-11-03"",""electionCirca"":false}]"
